step,S,E,I,R
0,0.999,0,0.001,0
1,0.9981,9e-04,0.001,0
2,0.99735,0.00135,0.00105,0.00025
3,0.9965,0.00185,0.00135,3e-04
4,0.99545,0.0023,0.0018,0.00045
5,0.99455,0.0025,0.00215,8e-04
6,0.99345,0.00295,0.0025,0.0011
7,0.9913,0.00455,0.00235,0.0018
8,0.9897,0.00535,0.0029,0.00205
9,0.98785,0.0055,0.00415,0.0025
10,0.98465,0.0071,0.00515,0.0031
11,0.9806,0.0092,0.00665,0.00355
12,0.9769,0.01045,0.00805,0.0046
13,0.97055,0.0139,0.0099,0.00565
14,0.9639,0.0168,0.0125,0.0068
15,0.9538,0.0221,0.0158,0.0083
16,0.9424,0.0275,0.0193,0.0108
17,0.9281,0.03545,0.02365,0.0128
18,0.9121,0.0411,0.03075,0.01605
19,0.8895,0.05165,0.0388,0.02005
20,0.8634,0.0647,0.0464,0.0255
21,0.8313,0.0784,0.05805,0.03225
22,0.7944,0.09435,0.0723,0.03895
23,0.74955,0.11165,0.08965,0.04915
24,0.69765,0.1305,0.111,0.06085
25,0.6408,0.1527,0.1308,0.0757
26,0.5777,0.17455,0.15455,0.0932
27,0.5099,0.19285,0.1849,0.11235
28,0.4455,0.2007,0.21895,0.13485
29,0.373,0.216,0.2468,0.1642
30,0.30885,0.22005,0.2768,0.1943
31,0.2496,0.21705,0.30235,0.231
32,0.1978,0.2068,0.32335,0.27205
33,0.15535,0.19255,0.3364,0.3157
34,0.11905,0.1767,0.3457,0.35855
35,0.09295,0.15245,0.35095,0.40365
36,0.0736,0.1304,0.3482,0.4478
37,0.05765,0.11185,0.33785,0.49265
38,0.0464,0.0926,0.32355,0.53745
39,0.0371,0.0772,0.30945,0.57625
40,0.03085,0.063,0.2903,0.61585
41,0.02605,0.05065,0.2695,0.6538
42,0.0231,0.0413,0.24705,0.68855
43,0.02235,0.0331,0.2259,0.71865
44,0.02175,0.0279,0.201,0.74935
45,0.0213,0.0222,0.182,0.7745
46,0.02115,0.0184,0.1658,0.79465
47,0.0214,0.01645,0.14755,0.8146
48,0.021,0.01365,0.13335,0.832
49,0.0215,0.01115,0.12035,0.847
50,0.0219,0.01,0.10765,0.86045
51,0.0222,0.00895,0.09655,0.8723
52,0.02425,0.0076,0.08675,0.8814
53,0.02585,0.00655,0.0782,0.8894
54,0.028,0.00635,0.06915,0.8965
55,0.03035,0.00575,0.0612,0.9027
56,0.03165,0.00515,0.05495,0.90825
57,0.03395,0.00525,0.0483,0.9125
58,0.03595,0.0051,0.04275,0.9162
59,0.0382,0.00425,0.03875,0.9188
60,0.04105,0.0039,0.03425,0.9208
61,0.0431,0.00455,0.0305,0.92185
62,0.04525,0.00455,0.0271,0.9231
63,0.04845,0.00355,0.02445,0.92355
64,0.0514,0.0031,0.0221,0.9234
65,0.054,0.0031,0.0201,0.9228
66,0.0566,0.00345,0.0187,0.92125
67,0.05925,0.00305,0.01705,0.92065
68,0.0608,0.00295,0.0151,0.92115
69,0.06295,0.0033,0.0135,0.92025
70,0.06545,0.0032,0.0128,0.91855
71,0.0679,0.0027,0.0124,0.917
72,0.07095,0.0023,0.01135,0.9154
