cycle,S,E,I,R
321,0.36729083235191495,0.01675301964697874,0.03241351578051607,0.5835426322205872
322,0.3628902870925044,0.01711184531150351,0.03335990639740868,0.5866379611985802
323,0.35840236079525173,0.01745041439973428,0.03428860227788506,0.5898586225271262
324,0.3538365269082798,0.01776668726132603,0.03519534027953683,0.5932014455508544
325,0.34920280909263407,0.01805872789785441,0.03607580699073707,0.5966626560187717
326,0.34451171307832085,0.01832473131774132,0.03692568198773143,0.6002378736162033
327,0.3397741506432567,0.01856304981313266,0.03774068367590425,0.6039221158677036
328,0.33500135686251586,0.01877221749877369,0.03851661693122518,0.6077098087074831
329,0.3302048019736542,0.01895097247258128,0.03924942165972942,0.6115948038940326
330,0.3253960993660639,0.01909827600241848,0.03993522131790639,0.6155704033136086
331,0.32058691132063794,0.01921332821278513,0.04057037038970906,0.6196293900768655
332,0.3157888541948795,0.0192955798366,0.04115149980012073,0.6237640661683977
333,0.3110134047645007,0.01934473970750144,0.04167555926304452,0.627966296264952
334,0.306271809394676,0.01936077779251091,0.0421398556133666,0.6322275571994451
335,0.3015749976241153,0.01934392369798752,0.04254208625837202,0.6365389924195244
336,0.29693350160720133,0.01929466071750264,0.0428803669995748,0.6408914706757202
337,0.29235738268001255,0.01921371562237944,0.04315325361822187,0.6452756480793855
338,0.2878561661033332,0.01910204451821443,0.04335975678066535,0.649682032597787
339,0.2834387847992327,0.01896081519838563,0.04349934999687653,0.6541010500055049
340,0.27911353264767336,0.01879138651396852,0.04357197054936546,0.6585231102889924
341,0.274888027656118,0.01859528534542113,0.04357801349322218,0.6629386735052376
342,0.270769185068065,0.01837418180300876,0.04351831900367178,0.6673383141252531
343,0.26676320024457134,0.01812986329973772,0.0433941535087962,0.6717127829468938
344,0.26287554094353727,0.01786420813340395,0.04320718518624263,0.6760530657368159
345,0.2591109484405354,0.01757915918526146,0.04295945451933052,0.680350437854872
346,0.255473446786143,0.0172766982947563,0.0426533406969006,0.6845965142222
347,0.25196635938020434,0.01695882180642794,0.04229152470088186,0.6887832941124857
348,0.2485923319635471,0.01662751771053152,0.04187694995568017,0.692903200370241
349,0.24535336108124503,0.01628474471738351,0.04141278141523242,0.6969491127861385
350,0.24225082705615544,0.01593241352095486,0.04090236393917814,0.7009143954837107
351,0.23928553052374282,0.01557237042355599,0.0403491807622556,0.7047929182904443
352,0.23645773161509007,0.01520638341379337,0.03975681279455239,0.7085790721765626
353,0.23376719093007622,0.01483613071693217,0.03912889940886578,0.7122677789441245
354,0.23121321151244031,0.01446319177230511,0.03846910127951337,0.7158544954357396
355,0.22879468111849327,0.01408904053773046,0.03778106573875943,0.7193352126050154
356,0.22651011415749173,0.01371504097667436,0.03706839501658585,0.7227064498492468
357,0.22435769277054918,0.01334244455019087,0.03633461763041106,0.7259652450488469
358,0.22233530660331727,0.01297238951210141,0.03558316309658767,0.7291091407879917
359,0.22044059091298307,0.0126059017916758,0.03481734004754573,0.7321361672477934
360,0.21867096273044836,0.01224389724222559,0.03404031775914032,0.735044822268184
361,0.2170236548724123,0.01188718503533169,0.03325511102336489,0.7378340490688893
362,0.21549574766458054,0.01153647198763871,0.03246456824281201,0.7405032121049668
363,0.21408419829579597,0.01119236761899238,0.03167136257531468,0.7430520715098948
364,0.21278586777344136,0.01085538975596679,0.03087798591989357,0.7454807565506962
365,0.21159754549309284,0.01052597051241406,0.03008674550792877,0.7477897384865624
366,0.21051597147050014,0.01020446249759234,0.02929976284559089,0.7499798031863143
367,0.20953785631204608,0.00989114512185121,0.02851897474404015,0.7520520238220599
368,0.20865989902154175,0.00958623088909202,0.02774613617166264,0.7540077339177008
