step,S,E,I,R
0,0.999,0,0.001,0
1,0.99815,0.00085,0.001,0
2,0.99775,0.00125,0.00055,0.00045
3,0.99705,0.00165,0.00075,0.00055
4,0.99625,0.0021,9e-04,0.00075
5,0.99505,0.00295,0.0011,9e-04
6,0.99415,0.0034,0.0014,0.00105
7,0.9925,0.0042,0.00215,0.00115
8,0.99085,0.00525,0.0026,0.0013
9,0.98815,0.0068,0.0037,0.00135
10,0.9847,0.00925,0.00425,0.0018
11,0.981,0.011,0.00555,0.00245
12,0.97505,0.0147,0.0071,0.00315
13,0.96905,0.01815,0.00905,0.00375
14,0.9605,0.02405,0.0111,0.00435
15,0.95045,0.02955,0.0147,0.0053
16,0.93535,0.03845,0.0199,0.0063
17,0.91845,0.0488,0.02445,0.0083
18,0.89645,0.06225,0.03085,0.01045
19,0.8701,0.07695,0.0398,0.01315
20,0.839,0.0938,0.0509,0.0163
21,0.80085,0.11375,0.0637,0.0217
22,0.75675,0.1359,0.0792,0.02815
23,0.702,0.16515,0.09605,0.0368
24,0.63995,0.1939,0.1198,0.04635
25,0.57335,0.22395,0.14505,0.05765
26,0.50045,0.2528,0.17425,0.0725
27,0.4291,0.27425,0.20895,0.0877
28,0.3563,0.2888,0.24615,0.10875
29,0.28635,0.29915,0.2803,0.1342
30,0.22375,0.2986,0.31345,0.1642
31,0.16945,0.28775,0.34715,0.19565
32,0.12605,0.2665,0.3729,0.23455
33,0.09545,0.23555,0.39295,0.27605
34,0.07085,0.19945,0.41175,0.31795
35,0.0532,0.17095,0.40965,0.3662
36,0.0381,0.1452,0.40205,0.41465
37,0.02865,0.118,0.3916,0.46175
38,0.02345,0.0951,0.37485,0.5066
39,0.01975,0.0766,0.3503,0.55335
40,0.0169,0.0603,0.32845,0.59435
41,0.01585,0.0475,0.30045,0.6362
42,0.0154,0.03805,0.2755,0.67105
43,0.0157,0.03195,0.24845,0.7039
44,0.0156,0.02575,0.2254,0.73325
45,0.016,0.02,0.20295,0.76105
46,0.0166,0.0161,0.1825,0.7848
47,0.0174,0.014,0.16005,0.80855
48,0.0193,0.01315,0.13885,0.8287
49,0.02065,0.0121,0.12225,0.845
50,0.0218,0.01065,0.11,0.85755
51,0.02385,0.0096,0.09655,0.87
52,0.0253,0.00865,0.08555,0.8805
53,0.02695,0.00715,0.07585,0.89005
54,0.02905,0.00665,0.0681,0.8962
55,0.0307,0.00655,0.06035,0.9024
56,0.0323,0.00635,0.05335,0.908
57,0.034,0.00605,0.04835,0.9116
58,0.0355,0.00555,0.0433,0.91565
59,0.03705,0.00485,0.03805,0.92005
60,0.04,0.00435,0.03365,0.922
61,0.0422,0.00385,0.0303,0.92365
62,0.04445,0.00395,0.02655,0.92505
63,0.04685,0.00395,0.02355,0.92565
64,0.04945,0.00325,0.02055,0.92675
65,0.05225,0.00305,0.01835,0.92635
66,0.05495,0.0026,0.0163,0.92615
67,0.0575,0.0023,0.01415,0.92605
68,0.0602,0.002,0.01225,0.92555
69,0.0626,0.00245,0.0104,0.92455
70,0.06525,0.0025,0.0084,0.92385
71,0.0673,0.00255,0.00745,0.9227
72,0.07015,0.0022,0.0071,0.92055
73,0.0731,0.0021,0.00665,0.91815
74,0.0756,0.00205,0.00595,0.9164
75,0.07825,0.00185,0.0054,0.9145
