step,S,E,I,R
0,0.999,0,0.001,0
1,0.99845,0.00055,0.001,0
2,0.9978,0.0012,9e-04,1e-04
3,0.9971,0.00185,8e-04,0.00025
4,0.9966,0.0018,0.00125,0.00035
5,0.99555,0.00265,0.0014,4e-04
6,0.99445,0.00325,0.00175,0.00055
7,0.99235,0.00465,0.0023,7e-04
8,0.9907,0.00555,0.0027,0.00105
9,0.98855,0.00665,0.0036,0.0012
10,0.9851,0.0086,0.0048,0.0015
11,0.9805,0.01125,0.0063,0.00195
12,0.9753,0.01505,0.0071,0.00255
13,0.96965,0.01815,0.0092,0.003
14,0.9608,0.02395,0.0111,0.00415
15,0.9501,0.03075,0.01425,0.0049
16,0.93755,0.0384,0.0178,0.00625
17,0.9213,0.04685,0.024,0.00785
18,0.9003,0.05925,0.03045,0.01
19,0.8765,0.07245,0.03805,0.013
20,0.84455,0.09105,0.0478,0.0166
21,0.8076,0.11005,0.0614,0.02095
22,0.76475,0.13265,0.07565,0.02695
23,0.7132,0.15905,0.09335,0.0344
24,0.65435,0.1871,0.1146,0.04395
25,0.58775,0.21675,0.14085,0.05465
26,0.5207,0.2432,0.1668,0.0693
27,0.4496,0.2655,0.2,0.0849
28,0.37565,0.28545,0.2346,0.1043
29,0.30735,0.29555,0.26985,0.12725
30,0.24275,0.29795,0.30345,0.15585
31,0.1852,0.2904,0.3381,0.1863
32,0.13875,0.27135,0.36885,0.22105
33,0.1022,0.24505,0.39155,0.2612
34,0.07405,0.2158,0.40665,0.3035
35,0.0552,0.1841,0.41195,0.34875
36,0.0424,0.15165,0.4098,0.39615
37,0.0328,0.12595,0.3963,0.44495
38,0.0264,0.10015,0.38215,0.4913
39,0.02205,0.08125,0.35775,0.53895
40,0.02035,0.0641,0.33405,0.5815
41,0.0181,0.05135,0.3095,0.62105
42,0.01665,0.042,0.2821,0.65925
43,0.0166,0.03435,0.25345,0.6956
44,0.01575,0.02915,0.22865,0.72645
45,0.0163,0.0241,0.20475,0.75485
46,0.0157,0.02025,0.18335,0.7807
47,0.01655,0.0174,0.16175,0.8043
48,0.0173,0.01475,0.14415,0.8238
49,0.0188,0.01215,0.12815,0.8409
50,0.0203,0.0106,0.1136,0.8555
51,0.02215,0.00945,0.09975,0.86865
52,0.0228,0.009,0.08945,0.87875
53,0.02465,0.0074,0.07915,0.8888
54,0.0268,0.0068,0.07005,0.89635
55,0.0286,0.00655,0.0599,0.90495
56,0.03045,0.0067,0.0515,0.91135
57,0.03325,0.00645,0.0458,0.9145
58,0.0355,0.0065,0.041,0.917
59,0.0381,0.0058,0.03615,0.91995
60,0.0407,0.00565,0.0323,0.92135
61,0.04245,0.0052,0.02835,0.924
62,0.04385,0.00485,0.02525,0.92605
63,0.0462,0.0045,0.023,0.9263
64,0.04895,0.00425,0.0214,0.9254
65,0.05095,0.00405,0.0194,0.9256
66,0.0532,0.0037,0.0181,0.925
67,0.055,0.0038,0.01575,0.92545
68,0.05725,0.0036,0.0142,0.92495
69,0.05915,0.0034,0.01255,0.9249
70,0.0618,0.0035,0.0112,0.9235
71,0.0651,0.0031,0.0101,0.9217
72,0.06765,0.0029,0.00905,0.9204
73,0.0705,0.00215,0.0082,0.91915
74,0.07325,0.0019,0.0076,0.91725
75,0.0757,0.0018,0.00695,0.91555
76,0.07885,0.00175,0.00615,0.91325
77,0.08185,0.00185,0.0055,0.9108
78,0.0841,0.00165,0.00495,0.9093
79,0.08635,0.0015,0.0047,0.90745
80,0.0895,0.0016,0.00445,0.90445
81,0.09215,0.00145,0.0045,0.9019
82,0.09415,0.0014,0.00385,0.9006
83,0.09655,0.00155,0.0035,0.8984
84,0.0985,0.0014,0.00335,0.89675
85,0.1009,0.0015,0.00305,0.89455
86,0.1025,0.0016,0.003,0.8929
87,0.10565,0.0014,0.00275,0.8902
88,0.1093,0.0014,0.00245,0.88685
89,0.1113,0.00125,0.00225,0.8852
90,0.11375,0.0011,0.00245,0.8827
91,0.1164,0.00115,0.0021,0.88035
92,0.11895,0.00105,0.00225,0.87775
93,0.12135,8e-04,0.00235,0.8755
