step,S,E,I,R
0,0.999,0,0.001,0
1,0.99835,0.00065,0.001,0
2,0.9975,0.0015,0.00095,5e-05
3,0.99695,0.002,0.00085,2e-04
4,0.99665,0.0018,0.00115,4e-04
5,0.9953,0.00265,0.0014,0.00065
6,0.99435,0.0033,0.0016,0.00075
7,0.99225,0.0047,0.00225,8e-04
8,0.99015,0.00575,0.00325,0.00085
9,0.98745,0.00735,0.004,0.0012
10,0.9841,0.0096,0.00475,0.00155
11,0.9794,0.0126,0.006,0.002
12,0.9733,0.01675,0.0075,0.00245
13,0.9675,0.0195,0.00995,0.00305
14,0.95835,0.0254,0.01245,0.0038
15,0.9473,0.0316,0.01625,0.00485
16,0.9336,0.03925,0.02115,0.006
17,0.9161,0.05035,0.02555,0.008
18,0.8946,0.0628,0.032,0.0106
19,0.869,0.07725,0.04005,0.0137
20,0.8378,0.094,0.05125,0.01695
21,0.7996,0.11415,0.06395,0.0223
22,0.752,0.14045,0.0791,0.02845
23,0.69495,0.1698,0.09985,0.0354
24,0.63715,0.19675,0.122,0.0441
25,0.5688,0.2255,0.14895,0.05675
26,0.4971,0.253,0.178,0.0719
27,0.41875,0.2782,0.21365,0.0894
28,0.34615,0.29725,0.247,0.1096
29,0.27845,0.3035,0.2837,0.13435
30,0.2166,0.2989,0.3204,0.1641
31,0.16575,0.28245,0.3554,0.1964
32,0.1231,0.2588,0.3866,0.2315
33,0.0904,0.2324,0.4031,0.2741
34,0.06545,0.2024,0.4118,0.32035
35,0.04845,0.1713,0.4097,0.37055
36,0.03615,0.13985,0.4071,0.4169
37,0.02845,0.1118,0.39465,0.4651
38,0.0222,0.09085,0.375,0.51195
39,0.0187,0.0728,0.35065,0.55785
40,0.0168,0.05875,0.3199,0.60455
41,0.01495,0.0474,0.2918,0.64585
42,0.0156,0.0371,0.2673,0.68
43,0.0152,0.03015,0.2435,0.71115
44,0.0156,0.0247,0.2185,0.7412
45,0.0153,0.02075,0.19725,0.7667
46,0.0169,0.01715,0.17715,0.7888
47,0.0176,0.015,0.15805,0.80935
48,0.01825,0.01345,0.14085,0.82745
49,0.0188,0.01185,0.1233,0.84605
50,0.0208,0.0101,0.1093,0.8598
51,0.02255,0.00895,0.0964,0.8721
52,0.0245,0.0078,0.08495,0.88275
53,0.026,0.00755,0.07665,0.8898
54,0.02775,0.0074,0.06865,0.8962
55,0.02935,0.0073,0.05965,0.9037
56,0.03125,0.0067,0.05325,0.9088
57,0.03335,0.00595,0.04655,0.91415
58,0.03535,0.0056,0.0401,0.91895
59,0.0384,0.0047,0.03645,0.92045
60,0.041,0.004,0.0327,0.9223
61,0.04355,0.00385,0.02855,0.92405
62,0.0459,0.00365,0.02475,0.9257
63,0.0484,0.0033,0.0218,0.9265
64,0.0504,0.00385,0.01925,0.9265
65,0.05265,0.0037,0.01765,0.926
66,0.055,0.00315,0.0163,0.92555
67,0.05735,0.0028,0.01505,0.9248
68,0.05965,0.00265,0.0132,0.9245
69,0.06205,0.00265,0.0119,0.9234
70,0.0652,0.0026,0.01025,0.92195
71,0.0678,0.00245,0.0091,0.92065
72,0.0703,0.0024,0.00835,0.91895
73,0.0732,0.0022,0.00755,0.91705
74,0.0763,0.0019,0.00705,0.91475
75,0.07915,0.0017,0.00605,0.9131
76,0.0813,0.0015,0.00595,0.91125
77,0.0838,0.0016,0.0055,0.9091
78,0.0861,0.0017,0.00525,0.90695
79,0.08895,0.00165,0.005,0.9044
80,0.09165,0.00165,0.0045,0.9022
81,0.0948,0.0018,0.00395,0.89945
82,0.09765,0.00175,0.00385,0.89675
83,0.10005,0.00175,0.0035,0.8947
84,0.10225,0.0019,0.00345,0.8924
85,0.10485,0.00165,0.00335,0.89015
86,0.1068,0.002,0.003,0.8882
87,0.1098,0.00175,0.00305,0.8854
88,0.11245,0.00135,0.00315,0.88305
89,0.11565,0.0014,0.0029,0.88005
90,0.11815,0.00115,0.00295,0.87775
91,0.1202,0.0012,0.00255,0.87605
92,0.12295,0.00095,0.0023,0.8738
93,0.1254,8e-04,0.0021,0.8717
94,0.128,7e-04,0.00195,0.86935
95,0.13025,9e-04,0.00165,0.8672
96,0.13305,0.00105,0.00155,0.86435
97,0.1355,0.00105,0.0016,0.86185
98,0.1384,0.00105,0.0017,0.85885
99,0.1409,0.00075,0.00185,0.8565
100,0.14325,8e-04,0.0016,0.85435
101,0.1448,0.00075,0.0017,0.85275
102,0.1465,8e-04,0.00165,0.85105
103,0.1488,0.00065,0.0016,0.84895
104,0.1505,6e-04,0.00145,0.84745
105,0.153,0.00065,0.00115,0.8452
106,0.15535,0.00065,0.0012,0.8428
107,0.1579,8e-04,0.0012,0.8401
108,0.1604,0.00085,0.0012,0.83755
109,0.1625,0.00075,0.00135,0.8354
110,0.165,7e-04,0.0015,0.8328
111,0.1679,0.00085,0.0015,0.82975
112,0.17005,0.00095,0.00135,0.82765
113,0.17245,0.00095,0.0013,0.8253
114,0.17525,0.00085,0.00125,0.82265
115,0.17735,0.00085,0.0013,0.8205
116,0.1795,8e-04,0.00155,0.81815
117,0.18165,9e-04,0.0015,0.81595
118,0.18415,8e-04,0.00125,0.8138
119,0.1865,0.001,0.00125,0.81125
120,0.18895,9e-04,0.00135,0.8088
121,0.19135,0.001,0.0015,0.80615
122,0.19435,0.001,0.00125,0.8034
123,0.1964,0.00095,0.00135,0.8013
124,0.1981,0.0012,0.0014,0.7993
125,0.2003,0.0013,0.0012,0.7972
126,0.20205,0.0014,0.0012,0.79535
127,0.20345,0.0013,0.00155,0.7937
128,0.20535,0.00135,0.00155,0.79175
